t,q1,q2,q3,p1,p2,p3,K,V
0.0,0.5077255834310922,0.3938496900558883,0.023262994755745225,0.1952893025951511,0.020256620922680546,0.955519612699412,0.17134116023572388,-0.11810770754526595
0.0048828125,0.5086813049211507,0.39389998214982513,0.02481823616834347,0.19617414810850603,0.020942406565151315,0.9555614699074786,0.17153474808652422,-0.11830129539606361
0.009765625,0.5096413458792067,0.39395194664545286,0.026373547827242914,0.1970585530948966,0.021626650074809184,0.9556059290561713,0.171730079946843,-0.11849662725637972
0.0146484375,0.5106057041015225,0.3940055797608573,0.027928933956101323,0.19794249593492794,0.02230933757314616,0.9556529762640722,0.17192714432460918,-0.1186936916341432
0.01953125,0.5115743772784694,0.39406087768024073,0.02948439875583256,0.19882595487498733,0.022990455181212142,0.9557025974649518,0.1721259295568777,-0.11889247686640905
0.0244140625,0.5125473629938715,0.39411783655392074,0.03103994640430613,0.19970890802690902,0.023669989019650183,0.9557547784082034,0.17232642380938346,-0.11909297111891212
0.029296875,0.5135246587243476,0.3941764524983293,0.032595581056047436,0.20059133336764537,0.024347925208732114,0.9558095046592848,0.17252861507610198,-0.11929516238562787
0.0341796875,0.5145062618386528,0.39423672159601186,0.03415130684193878,0.20147320873894425,0.0250242498683945,0.9558667616001651,0.17273249117881653,-0.11949903848833975
0.0390625,0.5154921695970164,0.3942986398956268,0.03570712786892109,0.2023545118470329,0.025698949118275007,0.9559265344297795,0.1729380397666928,-0.11970458707621323
0.0439453125,0.51648237915048,0.3943622034119443,0.037263048219696365,0.20323522026230806,0.02637200907774923,0.9559888081644884,0.17314524831586015,-0.1199117956253778
0.048828125,0.5174768875402335,0.39442740812584626,0.038819071952430895,0.20411531141903302,0.02704341586596799,0.9560535676385444,0.17335410412900082,-0.1201206514385157
0.0537109375,0.5184756916969492,0.3944942499843254,0.04037520310045928,0.20499476261504124,0.027713155601895172,0.9561207975045644,0.17356459433494628,-0.12033114164445838
0.05859375,0.5194787884401159,0.39456272490048516,0.04193144567198915,0.20587355101144653,0.02838121440434613,0.9561904822340078,0.17377670588828176,-0.1205432531977911
0.0634765625,0.5204861744773696,0.394632828753539,0.04348780364980672,0.20675165363236053,0.029047578392026704,0.9562626061176617,0.17399042556895838,-0.12075697287846492
0.068359375,0.5214978464038245,0.3947045573888106,0.04504428099098314,0.2076290473646168,0.029712233683572908,0.9563371532661306,0.1742057399819137,-0.12097228729141744
0.0732421875,0.5225138007014016,0.3947779066177335,0.0466008816265816,0.20850570895750223,0.030375166397591316,0.9564141076103332,0.17442263555670065,-0.12118918286620155
0.078125,0.5235340337381572,0.3948528722178511,0.048157609461365304,0.20938161502249547,0.031036362652700215,0.9564934529020046,0.17464109854712495,-0.12140764585662304
