t,q1,q2,q3,p1,p2,p3,K,V
0.0,0.6857554407986521,0.6470703147937547,0.2760717717642521,0.8875557055564801,0.5949180550212418,0.5516239506982714,0.533074268777823,-0.16651418750901176
0.0048828125,0.6900893412190802,0.6485228138015914,0.27696961494492145,0.8876075896856638,0.5949669173324262,0.5516448077555192,0.5331386904677466,-0.16657860919888484
0.009765625,0.6944234608828557,0.649975415850263,0.2778674874616595,0.8876454754820109,0.5950024539339749,0.551659991760918,0.5331856828703149,-0.16662560160140188
0.0146484375,0.698757730967911,0.6514280883175054,0.27876538004635104,0.8876691701156032,0.5950245921348346,0.5516694601761253,0.5332150429800047,-0.16665496171103922
0.01953125,0.7030920817109814,0.6528807984039428,0.2796632833617344,0.8876784809047005,0.5950332595371437,0.5516731705731597,0.5332265689078616,-0.16666648763884273
0.0244140625,0.7074264424083685,0.6543335131338115,0.2805611880015841,0.8876732153324377,0.5950283840430676,0.5516710806375875,0.5332200599321809,-0.1666599786631074
0.029296875,0.7117607414167874,0.6557861993557014,0.2814590844908979,0.8876531810636964,0.5950098938617044,0.5516631481717401,0.5331953165497048,-0.16663523528057578
0.0341796875,0.716094906154295,0.6572388237433128,0.2823569632860899,0.8876181859621518,0.5949777175160589,0.551649331097959,0.5331521405273296,-0.16659205925814385
0.0390625,0.7204288631013034,0.6586913527962323,0.28325481477518816,0.887568038107492,0.5949317838500846,0.5516295874618714,0.5330903349543111,-0.16653025368506758
0.0439453125,0.7247625378016758,0.6601437528407247,0.28415262927803825,0.8875025458128121,0.5948720220357916,0.5516038754356946,0.533009704294962,-0.1664496230256593
0.048828125,0.72909585486391,0.6615959900305427,0.2850503970465119,0.8874215176421807,0.5947983615804209,0.5515721533215684,0.5329100544418292,-0.16634997317246636
0.0537109375,0.7334287379624072,0.6630480303477538,0.28594810826472133,0.8873247624283794,0.5947107323336825,0.551534379554917,0.5327911927693442,-0.16623111149991976
0.05859375,0.7377611098388266,0.6644998396035859,0.2868457530492387,0.8872120892908132,0.594609064495058,0.5514905127078378,0.5326529281879325,-0.1660928469184454
0.0634765625,0.7420928923035305,0.66595138343929,0.2877433214493217,0.8870833076535921,0.5944932886211648,0.5514405114925187,0.5324950711985758,-0.1659349899290244
0.068359375,0.7464240062371156,0.6674026273270208,0.2886408034471439,0.8869382272637839,0.5943633356331823,0.551384334764683,0.5323174339478112,-0.16575735267819425
0.0732421875,0.7507543715920351,0.6688535365707365,0.2895381889580317,0.8867766582098343,0.5942191368243387,0.5513219415270612,0.5321198302831609,-0.16555974901347703
0.078125,0.7550839073943109,0.6703040763071156,0.29043546783070595,0.8865984109401575,0.5940606238674564,0.5512532909328898,0.5319020758089775,-0.16534199453922527
0.0830078125,0.7594125317453368,0.6717542115064937,0.2913326298475301,0.8864032962818922,0.5938877288225566,0.5511783422894365,0.5316639879426941,-0.16510390667287195
0.087890625,0.7637401618237746,0.6732039069738176,0.29222966472476375,0.8861911254598253,0.5937003841445201,0.5510970550615522,0.5314053859714661,-0.16484530470157266
0.0927734375,0.7680667138875412,0.6746531273496187,0.29312656211282184,0.8859617101154795,0.593498522690805,0.5510093888752479,0.5311260911091935,-0.1645660098392271
0.09765625,0.7723921032758913,0.6761018371110056,0.29402331159654016,0.8857148623263655,0.5932820777292188,0.5509153035212981,0.5308259265539084,-0.1642658452838675
0.1025390625,0.776716244411593,0.6775500005726756,0.29491990269544627,0.8854503946253965,0.593050982945744,0.550814758958869,0.5305047175455163,-0.16394463627539935
0.107421875,0.7810390508031996,0.6789975818879447,0.29581632486403664,0.8851681200204633,0.5928051724524167,0.5507077153191711,0.5301622914238757,-0.16360221015368093
0.1123046875,0.7853604350474165,0.680444545049798,0.2967125674920597,0.88486785201417,0.5925445807952567,0.550594132909137,0.5297984776872029,-0.1632383964169285
0.1171875,0.7896803088315656,0.6818908538919586,0.29760861990480475,0.8845494046237267,0.5922691429622476,0.5504739722151226,0.5294131080507861,-0.16285302678043034
0.1220703125,0.7939985829361469,0.6833364720899765,0.298504471363397,0.8842125924009999,0.5919787943913659,0.5503471939066328,0.5290060165059963,-0.16244593523555761
0.126953125,0.7983151672374983,0.6847813631623374,0.2994001110650988,0.8838572304527178,0.5916734709786581,0.5502137588400691,0.5285770393795772,-0.1620169581090536
0.1318359375,0.8026299707105544,0.6862254904715901,0.3002955281436169,0.8834831344608272,0.591353109086364,0.5500736280625015,0.5281260153931985,-0.16156593412258802
0.13671875,0.8069429014317054,0.6876688172254954,0.3011907116694158,0.8830901207030036,0.5910176455510859,0.5499267628154623,0.527652785723259,-0.1610927044525597
0.1416015625,0.8112538665817565,0.6891113064781944,0.3020856506500374,0.88267800607331,0.5906670176920018,0.5497731245387617,0.5271571940609202,-0.16059711279013023
0.146484375,0.8155627724489878,0.6905529211313958,0.3029803340304269,0.8822466081030034,0.5903011633191203,0.5496126748743255,0.5266390866723557,-0.16007900540147302
0.1513671875,0.8198695244323172,0.6919936239355848,0.3038747506932648,0.8817957449814865,0.5899200207415787,0.5494453756700534,0.5260983124591979,-0.15953823118822036
0.15625,0.824174027044565,0.6934333774912523,0.3047688894593053,0.8813252355774035,0.5895235287759805,0.5492711889836986,0.5255347230191649,-0.15897464174809067
0.1611328125,0.8284761839158227,0.6948721442501434,0.305662739087721,0.8808348994598768,0.5891116267547718,0.5490900770867679,0.5249481727068511,-0.15838809143567778
0.166015625,0.8327758977969253,0.6963098865165275,0.30655628827645415,0.8803245569198828,0.5886842545346549,0.5489020024684405,0.5243385186946602,-0.1577784374233856
0.1708984375,0.8370730705630284,0.6977465664484883,0.30744952566257405,0.8797940289917642,0.5882413525050391,0.5487069278395075,0.5237056210338651,-0.15714553976248702
0.17578125,0.8413676032172904,0.6991821460592347,0.308342439822641,0.8792431374748776,0.5877828615965255,0.5485048161363295,0.5230493427157747,-0.15648926144429076
0.1806640625,0.8456593958946619,0.7006165872184321,0.30923501927307645,0.8786717049553722,0.5873087232894258,0.548295630524813,0.5223695497329879,-0.1558094684613956
0.185546875,0.8499483478657801,0.7020498516535559,0.3101272524705403,0.8780795548280981,0.5868188796223132,0.5480793344044047,0.5216661111407147,-0.15510602986901167
0.1904296875,0.8542343575409715,0.7034819009512643,0.31101912781231383,0.8774665113186417,0.5863132732006031,0.5478558914121029,0.520938899118147,-0.15437881784633067
